decil_probabilidad;marca_bueno_evidente;clientes;respuesta;tasa_buenos;distribucion;lift;saldo_total;sum_pagos_3m_total;sum_pagos_1m_total;sum_pagos_2m_total; sum_pagos_3m_acum ; sum_pagos_1m_acum ; sum_pagos_2m_acum ;tasa_recu_3m_acum;tasa_recu_1m_acum;tasa_recu_2m_acum;buenos_acumulados;psi;ks;roc;fecha;segmento
0;0;2454;195;0,079462103;0,087555302;0,264665932;55946361725;815144632;272958493;572120154; 815.144.632 ; 272.958.493 ; 572.120.154 ;0,01457011;0,004878932;0,010226226;1;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
0;1;350;277;0,791428571;0,012487512;2,636026144;4790640560;235557164;83574444;165390448;1050701796;356532937;737510602;0,017299204;0,005870111;0,01214269;0,976827094;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
1;0;2348;212;0,090289608;0,083773369;0,300729309;47802923577;782404278;243518070;549105818; 1.833.106.074 ; 600.051.007 ; 1.286.616.420 ;0,016888772;0,00552839;0,011853854;0,943909685;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
1;1;457;375;0,820568928;0,016305123;2,733084481;5931231131;388495553;143374058;253448897;2221601627;743425065;1540065317;0,019407523;0,006494431;0,013453741;0,918716578;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
2;0;2301;193;0,083876575;0,082096475;0,2793693;42729705908;582323469;175882679;376471440; 2.803.925.096 ; 919.307.744 ; 1.916.536.757 ;0,017836576;0,005847982;0,012191643;0,874153298;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
2;1;499;403;0,80761523;0,017803625;2,689939356;6638251313;534792182;193100965;325844465;3338717278;1112408709;2242381222;0,020378023;0,006789641;0,013686483;0,851218063;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
3;0;2258;217;0,096102746;0,080562295;0,320091237;40496900282;786643339;340861719;511029280; 4.125.360.617 ; 1.453.270.428 ; 2.753.410.502 ;0,020189102;0,00711216;0,013474915;0,803327392;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
3;1;545;458;0,840366972;0,019444841;2,799026204;7498944647;643394094;224358154;471183654;4768754711;1677628582;3224594156;0,022511651;0,007919508;0,0152222;0,777540107;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
4;0;2237;319;0,142601699;0,079813044;0,474966181;42727684267;1370492052;433163854;780072228; 6.139.246.763 ; 2.110.792.436 ; 4.004.666.384 ;0,024116841;0,008291839;0,015731556;0,723113488;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
4;1;567;456;0,804232804;0,02022977;2,678673445;8402221519;698557386;289211289;462681034;6837804149;2400003725;4467347418;0,026002729;0,009126709;0,016988381;0,685204991;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
5;0;2234;297;0,132945389;0,079706008;0,442803728;41692261013;997929821;342693672;655578824; 7.835.733.970 ; 2.742.697.397 ; 5.122.926.242 ;0,025719845;0,009002571;0,016815383;0,631016043;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
5;1;569;487;0,855887522;0,020301127;2,850720792;8843207553;749276579;227835961;438513911;8585010549;2970533358;5561440153;0,027384375;0,009475375;0,017739822;0,595721925;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
6;0;2145;314;0,146386946;0,076530612;0,487573777;47660417157;1028755353;395287582;736636434; 9.613.765.902 ; 3.365.820.940 ; 6.298.076.587 ;0,026619077;0,009319454;0,01743843;0,537849079;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
6;1;657;543;0,826484018;0,023440845;2,752785985;10205552524;842480108;303438525;551820464;10456246010;3669259465;6849897051;0,028156152;0,009880432;0,018445123;0,500534759;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
7;0;2066;391;0,189254598;0,073712002;0,630353878;43245852386;1434150498;559261060;998091726; 11.890.396.508 ; 4.228.520.525 ; 7.847.988.777 ;0,02867836;0,010198737;0,018928506;0,43600713;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
7;1;737;605;0,820895522;0,026295133;2,734172276;11265547133;951898441;330038665;615974609;12842294949;4558559190;8463963386;0,030154889;0,010703916;0,019874164;0,389542484;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
8;0;1999;496;0,248124062;0,071321536;0,826431516;42814541268;1930711260;765645676;1399034613; 14.773.006.209 ; 5.324.204.866 ; 9.862.997.999 ;0,03151963;0,011359703;0,021043655;0,317647059;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
8;1;804;672;0,835820896;0,0286856;2,783884499;12691760432;1103772911;436151402;785754573;15876779120;5760356268;10648752572;0,032981526;0,011966239;0,022121118;0,258704694;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
9;0;1921;749;0,389901093;0,068538604;1,298650961;44486654193;2926599998;1268275632;2200687701; 18.803.379.118 ; 7.028.631.900 ; 12.849.440.273 ;0,035756661;0,013365705;0,024434602;0,178847296;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
9;1;880;756;0,859090909;0,031397174;2,861390374;13955121129;1394902979;686851160;1054616106;20198282097;7715483060;13904056379;0,037416298;0,014292543;0,025756562;0,089839572;1,297517348;0,197105695;0,638267593;202504;4_Medio_p2
0;0;856;15;0,017523364;0,097019154;0,066156887;21403434927;136077099;33134369;57936992; 136.077.099 ; 33.134.369 ; 57.936.992 ;0,006357722;0,001548087;0,002706902;1;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
0;1;27;21;0,777777778;0,003060184;2,93638568;1170826914;20567754;6615387;13626116;156644853;39749756;71563108;0,006939091;0,001760844;0,00317012;0,993581515;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
1;0;815;24;0,029447853;0,092372209;0,11117604;15476479404;127068328;14204782;45363853; 283.713.181 ; 53.954.538 ; 116.926.961 ;0,00745618;0,001417963;0,003072922;0,984595635;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
1;1;67;51;0,76119403;0,007593789;2,873776177;2066573698;61055567;26145289;44713107;344768748;80099827;161640068;0,008594014;0,00199664;0,004029185;0,974326059;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
2;0;781;40;0,051216389;0,088518644;0,19335995;14290326866;128772158;46462380;60253907; 473.540.906 ; 126.562.207 ; 221.893.975 ;0,008703573;0,002326184;0,00407836;0,952503209;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
2;1;100;85;0,85;0,011334013;3,209050064;1729081790;68316578;16664832;38953544;541857484;143227039;260847519;0,00965246;0,002551396;0,004646647;0,935387249;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
3;0;741;51;0,068825911;0,083985039;0,25984211;12443909567;154641769;34297771;132789486; 696.499.253 ; 177.524.810 ; 393.637.005 ;0,010155918;0,002588556;0,005739769;0,899015832;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
3;1;142;127;0,894366197;0,016094299;3,376548121;3096663782;148195655;60818892;104821802;844694908;238343702;498458807;0,011784693;0,003325233;0,006954208;0,877192982;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
4;0;726;37;0,050964187;0,082284937;0,192407798;10882228276;96944232;43467941;59789143; 941.639.140 ; 281.811.643 ; 558.247.950 ;0,011405578;0,003413436;0,006761763;0,822849807;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
4;1;156;141;0,903846154;0,017681061;3,412338304;2433957754;128516571;46484725;89810317;1070155711;328296368;648058267;0,012591033;0,003862606;0,0076248;0,807017544;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
5;0;670;73;0,108955224;0,07593789;0,411344433;9549823247;188726723;32586398;65916804; 1.258.882.434 ; 360.882.766 ; 713.975.071 ;0,013315405;0,003817116;0,007551831;0,746683783;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
5;1;213;184;0,863849765;0,024141448;3,261337817;3253310753;183776619;48324000;101280622;1442659053;409206766;815255693;0,014751625;0,004184263;0,008336236;0,715447154;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
6;0;626;62;0,099041534;0,070950924;0,373916752;8392102225;103003554;34685676;61676597; 1.545.662.607 ; 443.892.442 ; 876.932.290 ;0,014555808;0,004180222;0,008258243;0,636713736;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
6;1;256;232;0,90625;0,029015074;3,421413671;3467336402;207703073;61840318;137507642;1753365680;505732760;1014439932;0,015989684;0,004611991;0,009251107;0,610183997;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
7;0;591;76;0,128595601;0,066984019;0,485493789;7255346921;156796497;67336426;113412668; 1.910.162.177 ; 573.069.186 ; 1.127.852.600 ;0,016338545;0,004901739;0,009647071;0,510911425;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
7;1;291;263;0,903780069;0,032981979;3,412088809;4049877010;260776432;73291016;172924615;2170938609;646360202;1300777215;0,017947385;0,00534353;0,010753666;0,4783911;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
8;0;560;88;0,157142857;0,063470475;0,59326976;7068081692;171005242;62268997;128099852; 2.341.943.851 ; 708.629.199 ; 1.428.877.067 ;0,01829224;0,005534896;0,011160542;0,365853659;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
8;1;322;294;0,913043478;0,036495523;3,44706145;3967951719;267181902;72501190;165468986;2609125753;781130389;1594346053;0,019766507;0,005917775;0,012078625;0,328198545;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
9;0;538;160;0,29739777;0,060976992;1,122781566;6218705844;276998733;133226684;226899096; 2.886.124.486 ; 914.357.073 ; 1.821.245.149 ;0,020881259;0,00661542;0,013176802;0,202396234;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
9;1;345;313;0,907246377;0,039102346;3,425175346;3705728849;323079714;133101249;237971414;3209204200;1047458322;2059216563;0,022612491;0,007380534;0,014509521;0,133932392;1,530423153;0,335490443;0,721872402;202505;6_Bajo_p2
0;0;2427;164;0,067573136;0,090603651;0,225695958;53132273788;904244688;363088084;722003976; 904.244.688 ; 363.088.084 ; 722.003.976 ;0,017018746;0,006833664;0,013588803;1;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
0;1;254;182;0,716535433;0,009482212;2,393246215;4267742943;256499159;62375377;162908071;1160743847;425463461;884912047;0,020222012;0,007412253;0,015416582;0,979551122;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
1;0;2333;200;0,085726532;0,087094486;0,286328756;46236528262;851481989;301644215;574289725; 2.012.225.836 ; 727.107.676 ; 1.459.201.772 ;0,01941618;0,007015939;0,014079992;0,956857855;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
1;1;345;281;0,814492754;0,012879382;2,720426109;4721581284;274757073;82020665;183972449;2286982909;809128341;1643174221;0,021105781;0,007467168;0,015164292;0,9319202;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
2;0;2274;206;0,09058927;0,084891925;0,302570421;42969354064;955266024;295283786;513374719; 3.242.248.933 ; 1.104.412.127 ; 2.156.548.940 ;0,021425381;0,00729816;0,014250875;0,896882793;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
2;1;403;339;0,841191067;0,015044611;2,809599141;5713640758;504217769;175542554;370599920;3746466702;1279954681;2527148860;0,023856597;0,008150443;0,016092275;0,871197007;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
3;0;2189;246;0,112380082;0,081718744;0,375352277;39830114950;959674341;329949228;652850692; 4.706.141.043 ; 1.609.903.909 ; 3.179.999.552 ;0,023904665;0,008177446;0,016152687;0,828927681;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
3;1;489;385;0,787321063;0,018255124;2,629671986;6496936673;393745366;133900662;281988787;5099886409;1743804571;3461988339;0,025077112;0,008574619;0,017023255;0,798254364;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
4;0;2097;237;0,113018598;0,078284242;0,377484936;39116008405;1010473585;275677866;725107858; 6.110.359.994 ; 2.019.482.437 ; 4.187.096.197 ;0,025199005;0,008328306;0,017267502;0,750249377;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
4;1;578;484;0,837370242;0,021577631;2,796837491;7395340450;591415334;203936642;394944533;6701775328;2223419079;4582040730;0,026820026;0,008897964;0,018337;0,720698254;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
5;0;2045;268;0,131051345;0,076343002;0,43771476;41412039811;1020357686;387160900;712251274; 7.722.133.014 ; 2.610.579.979 ; 5.294.292.004 ;0,026509978;0,008962086;0,018175233;0,660349127;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
5;1;633;518;0,818325434;0,023630866;2,733227358;9067334630;773466531;267152101;547881030;8495599545;2877732080;5842173034;0,028284827;0,009580978;0,019450641;0,626932668;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
6;0;1958;324;0,165474974;0,073095158;0,552690541;44142766912;1365133055;381056836;836081106; 9.860.732.600 ; 3.258.788.916 ; 6.678.254.140 ;0,028623179;0,009459429;0,01938526;0,56234414;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
6;1;724;592;0,817679558;0,027028036;2,731070115;11611253811;1020549111;307434108;624981431;10881281711;3566223024;7303235571;0,030555706;0,010014304;0,020508202;0,521945137;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
7;0;1920;370;0,192708333;0,07167656;0,643650639;42426018077;1391897320;589456061;959654863; 12.273.179.031 ; 4.155.679.085 ; 8.262.890.434 ;0,030795433;0,010427285;0,020732957;0,448129676;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
7;1;756;631;0,834656085;0,028222645;2,787772137;10538814785;852763875;316079142;589321535;13125942906;4471758227;8852211969;0,03208667;0,010931316;0,021639436;0,401995012;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
8;0;1785;424;0,237535014;0,066636801;0,79337287;42473239505;1570633517;489443692;986856827; 14.696.576.423 ; 4.961.201.919 ; 9.839.068.796 ;0,032546881;0,010987025;0,021789497;0,323316708;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
8;1;895;761;0,85027933;0,03341173;2,839954165;14021090555;1186853804;400629410;887257212;15883430227;5361831329;10726326008;0,034115942;0,011516651;0,023039023;0,270448878;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
9;0;1654;555;0,335550181;0,06174637;1,120745974;42019707755;2806626210;1271505037;2114968354; 18.690.056.437 ; 6.633.336.366 ; 12.841.294.362 ;0,036821038;0,01306825;0,025298468;0,175561097;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
9;1;1028;853;0,829766537;0,038376825;2,771440926;17021588440;1726191777;610355797;1214161049;20416248214;7243692163;14055455411;0,038916751;0,013807677;0,026792026;0,106359102;1,310886268;0,231444156;0,659160622;202505;4_Medio_p2
0;0;26670;622;0,023322085;0,10055234;0,507576364;53139014152;540438399;168436926;351252408; 540.438.399 ; 168.436.926 ; 351.252.408 ;0,010170275;0,003169741;0,006610066;1;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
0;1;76;63;0,828947368;0,000286538;18,04101545;138801039;29032368;10702892;18595493;569470767;179139818;369847901;0,010688703;0,003362372;0,006941874;0,948962009;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
1;0;29820;749;0,025117371;0,112428601;0,546648549;33275453271;458326912;134232707;307428417; 1.027.797.679 ; 313.372.525 ; 677.276.318 ;0,011874741;0,003620574;0,007824965;0,943792566;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
1;1;92;76;0,826086957;0,000346862;17,97876212;160865632;30029429;8628662;21009205;1057827108;322001187;698285523;0,012199016;0,003713364;0,00805273;0,882333634;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
2;0;23756;600;0,025256777;0,089565857;0,549682556;23903174138;338213153;97379405;228813305; 1.396.040.261 ; 419.380.592 ; 927.098.828 ;0,01262045;0,003791275;0,008381137;0,876097481;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
2;1;65;56;0,861538462;0,000245066;18,75032033;92318828;20971850;10243296;16652175;1417012111;429623888;943751003;0,012799358;0,003880637;0,008524561;0,826864692;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
3;0;26923;840;0,031200089;0,101506211;0,679031398;36089681477;581729635;190169001;390176796; 1.998.741.746 ; 619.792.889 ; 1.333.927.799 ;0,013615471;0,004222042;0,009086744;0,822269632;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
3;1;125;108;0,864;0,00047128;18,80389267;210729076;45697341;14306871;30825904;2044439087;634099760;1364753703;0,013906799;0,004313309;0,009283405;0,753343727;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
4;0;25119;712;0,028345077;0,094704696;0,616895595;43147448030;593431871;196773278;396146067; 2.637.870.958 ; 830.873.038 ; 1.760.899.770 ;0,013872033;0,004369394;0,009260218;0,744481825;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
4;1;135;108;0,8;0,000508983;17,41101173;220926258;48791643;18877101;36805786;2686662601;849750139;1797705556;0,014112223;0,00446348;0,009442802;0,686058915;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
5;0;26369;1447;0,054875043;0,099417498;1,194287515;54611916450;1276223997;402719896;875711822; 3.962.886.598 ; 1.252.470.035 ; 2.673.417.378 ;0,016175686;0,005112324;0,010912338;0,677197013;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
5;1;146;105;0,719178082;0,000550455;15,65202253;307591366;61341703;23571360;41223580;4024228301;1276041395;2714640958;0,016405473;0,005202007;0,01106671;0,558463937;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
6;0;26339;1173;0,04453472;0,09930439;0,969243174;47549501207;998178138;340676872;708155251; 5.022.406.439 ; 1.616.718.267 ; 3.422.796.209 ;0,01715025;0,005520685;0,011687985;0,549848199;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
6;1;157;120;0,76433121;0,000591928;16,63472459;339892727;56620291;19775357;38634148;5079026730;1636493624;3461430357;0,017323487;0,005581734;0,011806208;0,453598096;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
7;0;32676;1332;0,040763863;0,123196411;0,88717513;59571959793;1126328803;347093244;779977607; 6.205.355.533 ; 1.983.586.868 ; 4.241.407.964 ;0,017590907;0,005623061;0,012023519;0,443751539;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
7;1;166;134;0,807228916;0,00062586;17,56834015;360053441;74075644;23610888;52824045;6279431177;2007197756;4294232009;0,017782746;0,005684191;0,012160852;0,334454747;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
8;0;22165;1096;0,049447327;0,083567402;1,076159985;37376088905;920448609;299235718;628415132; 7.199.879.786 ; 2.306.433.474 ; 4.922.647.141 ;0,018437809;0,005906429;0,012606159;0,323459424;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
8;1;144;132;0,916666667;0,000542915;19,95011761;273437870;64726438;20694758;45070120;7264606224;2327128232;4967717261;0,018590546;0,005955255;0,012712675;0,233527529;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
9;0;23706;2294;0,096768751;0,089377345;2,106052314;57528476669;2078386971;736462357;1498513365; 9.342.993.195 ; 3.063.590.589 ; 6.466.230.626 ;0,020841064;0,006833836;0,014423978;0,222696316;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
9;1;586;420;0,716723549;0,002209362;15,59860266;1340675143;244926113;86310769;175599478;9587919308;3149901358;6641830104;0,021323641;0,007005416;0,014771505;0,034462952;5,241490505;0,18637709;0,62269896;202505;1_Alto_p1
0;0;15699;155;0,00987324;0,0996022;0,233311922;2,05737E+11;943280636;139412291;573782747; 943.280.636 ; 139.412.291 ; 573.782.747 ;0,004584889;0,000677624;0,002788916;1;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
0;1;60;32;0,533333333;0,00038067;12,60305847;2172112196;58450811;20712094;40940683;1001731447;160124385;614723430;0,004818125;0,000770166;0,002956695;0,976761619;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
1;0;15650;228;0,01456869;0,09929132;0,34426885;2,07867E+11;977242387;290081265;646550588; 1.978.973.834 ; 450.205.650 ; 1.261.274.018 ;0,004759715;0,001082809;0,003033544;0,971964018;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
1;1;104;77;0,740384615;0,000659827;17,49583237;3869615739;150778269;47891460;96186956;2129752103;498097110;1357460974;0,005075124;0,001186948;0,003234781;0,937781109;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
2;0;15639;307;0,019630411;0,099221531;0,463881037;2,21848E+11;1137251036;321035291;733637431; 3.267.003.139 ; 819.132.401 ; 2.091.098.405 ;0,005092811;0,001276915;0,003259736;0,926236882;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
2;1;119;74;0,621848739;0,000754995;14,69474254;3722104601;131961863;39414664;75574065;3398965002;858547065;2166672470;0,005267955;0,001330637;0,003358061;0,880209895;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
3;0;15633;351;0,022452504;0,099183464;0,530569171;2,11151E+11;1143707492;405347314;782290544; 4.542.672.494 ; 1.263.894.379 ; 2.948.963.014 ;0,005304589;0,00147588;0,003443576;0,869115442;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
3;1;130;98;0,753846154;0,000824784;17,81393842;3595116197;162049511;55636756;112676951;4704722005;1319531135;3061639965;0,005470851;0,001534407;0,003560205;0,816491754;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
4;0;15616;360;0,023053279;0,099075607;0,544765911;2,09956E+11;1232049069;303108173;798790519; 5.936.771.074 ; 1.622.639.308 ; 3.860.430.484 ;0,005548814;0,001516603;0,003608158;0,8017991;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
4;1;145;103;0,710344828;0,000919952;16,78597012;3808121058;153051623;43695592;91835157;6089822697;1666334900;3952265641;0,005671677;0,001551919;0,003680891;0,747826087;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
5;0;15606;389;0,02492631;0,099012162;0,589027026;2,06643E+11;1359499242;485615068;913771407; 7.449.321.939 ; 2.151.949.968 ; 4.866.037.048 ;0,00581811;0,001680728;0,003800499;0,732383808;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
5;1;159;108;0,679245283;0,001008774;16,05106503;3779317111;199739459;85669897;128097224;7649061398;2237619865;4994134272;0,00595653;0,001742495;0,003889067;0,674062969;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
6;0;15577;450;0,028888746;0,098828172;0,682662296;2,16101E+11;1488270871;401762070;1038986183; 9.137.332.269 ; 2.639.381.935 ; 6.033.120.455 ;0,006090548;0,001759297;0,004021415;0,657871064;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
6;1;187;136;0,727272727;0,00118642;17,18598882;3468338057;185924802;56236785;121464384;9323257071;2695618720;6154584839;0,006200143;0,001792638;0,004092916;0,590404798;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
7;0;15551;533;0,034274323;0,098663215;0,809927436;2,33942E+11;1611690867;485518890;991783793; 10.934.947.938 ; 3.181.137.610 ; 7.146.368.632 ;0,006292922;0,001830704;0,004112643;0,570014993;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
7;1;216;163;0,75462963;0,001370411;17,83245252;4959203435;256950535;84667613;172826994;11191898473;3265805223;7319195626;0,006422465;0,00187408;0,004200116;0,490104948;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
8;0;15375;736;0,047869919;0,097546584;1,131201346;2,68845E+11;2406886767;732642350;1522864622; 13.598.785.240 ; 3.998.447.573 ; 8.842.060.248 ;0,006760644;0,001987831;0,004395836;0,465667166;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
8;1;388;294;0,757731959;0,002461663;17,90576284;7769066693;434139650;135751727;297765280;14032924890;4134199300;9139825528;0,006949635;0,002047412;0,004526387;0,355322339;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
9;0;15006;1477;0,098427296;0,095205466;2,325909306;4,15307E+11;6790170312;2062942015;4368215539; 20.823.095.202 ; 6.197.141.315 ; 13.508.041.067 ;0,008553199;0,002545509;0,005548501;0,311244378;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
9;1;757;599;0,791281374;0,004802781;18,69856017;14626414385;1001796193;325169018;636896516;21824891395;6522310333;14144937583;0,008911155;0,002663075;0,005775412;0,089805097;4,446055754;0,281893996;0,692116116;202505;3_Medio_p1
0;0;2884;15;0,00520111;0,099986132;0,140468918;18192766859;28439170;20509297;24018965; 28.439.170 ; 20.509.297 ; 24.018.965 ;0,001563213;0,001127332;0,001320248;1;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
0;1;1;1;1;3,47E-05;27,00749064;9280423;161115;96669;161115;28600285;20605966;24180080;0,001571267;0,001132069;0,001328426;0,985955056;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
1;0;2880;20;0,006944444;0,099847455;0,187552018;18325976106;28399548;9699442;19021598; 56.999.833 ; 30.305.408 ; 43.201.678 ;0,001560441;0,000829648;0,0011827;0,985018727;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
1;1;5;3;0,6;0,000173346;16,20449438;67702049;2497910;521372;1647352;59497743;30826780;44849030;0,001625811;0,00084236;0,001225526;0,966292135;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
2;0;2876;24;0,008344924;0,099708778;0,225375443;20228022950;44010763;18629307;35411380; 103.508.506 ; 49.456.087 ; 80.260.410 ;0,001821571;0,000870342;0,001412445;0,963483146;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
2;1;6;5;0,833333333;0,000208016;22,5062422;46516736;1712216;611586;1113360;105220722;50067673;81373770;0,001850189;0,000880384;0,001430867;0,941011236;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
3;0;2862;38;0,013277428;0,099223409;0,358590022;24598455677;61020833;14280409;48076576; 166.241.555 ; 64.348.082 ; 129.450.346 ;0,002040557;0,00078985;0,001588958;0,936329588;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
3;1;23;19;0,826086957;0,000797393;22,31053574;272329192;13227093;5011939;8254782;179468648;69360021;137705128;0,002195576;0,000848534;0,001684651;0,900749064;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
4;0;2861;49;0,017126879;0,099188739;0,462554016;27262836959;113934155;16608217;76483516; 293.402.803 ; 85.968.238 ; 214.188.644 ;0,002691673;0,000788671;0,001964963;0,882958801;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
4;1;24;22;0,916666667;0,000832062;24,75686642;292513021;13143571;4029804;8019346;306546374;89998042;222207990;0,002804725;0,000823431;0,002033077;0,837078652;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
5;0;2823;45;0,015940489;0,097871308;0,430512603;31821260466;87667394;23723927;62776279; 394.213.768 ; 113.721.969 ; 284.984.269 ;0,002793511;0,000805866;0,00201948;0,816479401;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
5;1;60;52;0,866666667;0,002080155;23,40649189;894975867;39484150;14319251;27784097;433697918;128041220;312768366;0,003053939;0,000901618;0,002202398;0,774344569;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
6;0;2800;68;0,024285714;0,097073915;0,655896201;37835794480;116503278;27969697;79241152; 550.201.196 ; 156.010.917 ; 392.009.518 ;0,003059249;0,000867458;0,002179666;0,725655431;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
6;1;85;72;0,847058824;0,002946887;22,87693325;1433106742;71249769;17580545;51245729;621450965;173591462;443255247;0,003428098;0,000957579;0,002445121;0,661985019;4,55676392;0,338126629;0,714834884;202505;5_Bajo_p1
